frame_id,timestamp,x,y,z,intensity,doppler,classification
0,1733320177.624175888,0.8515981435775757,0.7132194638252258,0.012261702679097652,10,-0.004293679725378752,4
0,1733320177.624175888,2.0899221897125244,-0.11561129987239838,0.03450790047645569,2,0.005721566267311573,4
0,1733320177.624175888,2.332427501678467,0.006446138024330139,-0.06783531606197357,-11,0.010822300799190998,4
0,1733320177.624175888,2.591548442840576,0.20466649532318115,-0.07333774119615555,-13,0.014797958545386791,4
0,1733320177.624175888,2.784618377685547,-0.07063741236925125,-1.171905755996704,29,0.0040048048831522465,4
0,1733320177.624175888,3.224119186401367,1.096370816230774,0.19208097457885742,-11,-0.00895962119102478,4
0,1733320177.624175888,3.4132778644561768,2.787294626235962,0.138684943318367,0,-0.008209995925426483,0
0,1733320177.624175888,4.481800079345703,-0.564193606376648,0.38811153173446655,-8,0.011550976894795895,4
0,1733320177.624175888,4.991854667663574,-0.22806744277477264,0.472441703081131,5,-0.004126129671931267,4
0,1733320177.624175888,4.7594523429870605,-2.4167399406433105,-0.5909668803215027,-4,-0.006828607525676489,4
0,1733320177.624175888,5.886230945587158,-0.8104590773582458,0.40798312425613403,-5,-0.0028963061049580574,4
0,1733320177.624175888,6.3413920402526855,-0.9668315052986145,-0.774491548538208,-1,-0.018165171146392822,4
0,1733320177.624175888,6.004673480987549,-3.766167640686035,-0.706235408782959,0,0.021003365516662598,4
0,1733320177.624175888,6.742406845092773,-0.06346981227397919,3.040025234222412,14,0.03023715130984783,0
0,1733320177.624175888,7.6778364181518555,-0.02920524589717388,-1.2254760265350342,0,0.0179283507168293,4
0,1733320177.624175888,7.307609558105469,-0.2336096316576004,-3.2060434818267822,16,-0.005550327245146036,4
0,1733320177.624175888,7.448867321014404,3.548849105834961,0.7556060552597046,-3,-0.030300181359052658,0
0,1733320177.624175888,5.985172748565674,6.608190536499023,0.6313175559043884,8,-0.017052847892045975,4
