frame_id,timestamp,x,y,z,intensity,doppler,classification
0,1733320177.632702970,2.9357268810272217,-1.3089085817337036,1.407302975654602,-1,0.0013176241191104054,0
0,1733320177.632702970,3.269967794418335,-1.4365174770355225,-0.7904420495033264,-17,0.020123714581131935,0
1,1733320177.682940290,3.270914077758789,-1.4372949600219727,-0.7904242873191833,-17,-0.01669277809560299,0
2,1733320177.734856642,2.9396862983703613,-1.3102999925613403,1.4086273908615112,-1,-0.0015143963973969221,0
2,1733320177.734856642,3.273040294647217,-1.4365383386611938,-0.7919031381607056,-17,0.01578131690621376,0
3,1733320177.782413717,3.2757351398468018,-1.438727617263794,-0.7919935584068298,-17,-0.015079660341143608,0
3,1733320177.782413717,6.896909236907959,-2.74147629737854,3.260911703109741,-13,-0.010254795663058758,0
4,1733320177.832546676,2.936675548553467,-1.3089579343795776,1.4075899124145508,-1,0.0012896599946543574,0
4,1733320177.832546676,3.271240234375,-1.436654806137085,-0.7912232279777527,-17,0.019125446677207947,0
5,1733320177.884102036,2.9426865577697754,-1.3121834993362427,1.4106191396713257,-1,0.0030155752319842577,0
5,1733320177.884102036,3.2705650329589844,-1.4353609085083008,-0.7896242737770081,-17,-0.016594238579273224,0
5,1733320177.884102036,153.84451293945312,56.75754165649414,9.416712760925293,-14,-15.806950569152832,0
6,1733320177.932705350,2.1201858520507812,-1.5518041849136353,0.9798900485038757,-15,-0.0040518539026379585,0
6,1733320177.932705350,3.2761919498443604,-1.439195156097412,-0.7918484807014465,-17,0.02008856274187565,0
6,1733320177.932705350,209.269775390625,146.7785186767578,19.247350692749023,0,-21.453426361083984,0
7,1733320177.982876648,2.9407894611358643,-1.3108558654785156,1.4091168642044067,-1,0.0027698026970028877,0
7,1733320177.982876648,3.2798428535461426,-1.4383329153060913,-0.7923253774642944,-17,-0.014141869731247425,0
7,1733320177.982876648,191.48043823242188,-14.612388610839844,-18.763917922973633,-12,13.048818588256836,0
7,1733320177.982876648,154.11349487304688,-194.90338134765625,30.193523406982422,13,-3.8652918338775635,0
8,1733320178.34689338,2.941126823425293,-1.312055230140686,1.409668207168579,-1,-0.001083476236090064,0
8,1733320178.34689338,3.2698616981506348,-1.4365726709365845,-0.7904254794120789,-17,0.019105298444628716,0
9,1733320178.82102969,2.938828945159912,-1.3089697360992432,1.408199667930603,-1,0.0004668854526244104,0
9,1733320178.82102969,3.279895067214966,-1.4402337074279785,-0.7925049066543579,-17,-0.014409877359867096,0
10,1733320178.132732924,2.9409992694854736,-1.3108454942703247,1.4101622104644775,-1,-0.0018551474204286933,0
10,1733320178.132732924,3.2757158279418945,-1.4383318424224854,-0.7927919030189514,-17,0.016589641571044922,0
10,1733320178.132732924,7.383885860443115,-0.47638654708862305,3.249601125717163,-16,0.015344973653554916,0
11,1733320178.184859144,2.0988080501556396,-1.534989833831787,0.9705562591552734,-16,-0.007762703578919172,0
11,1733320178.184859144,3.2770638465881348,-1.4387052059173584,-0.7923538684844971,-17,-0.011778180487453938,0
12,1733320178.232385521,2.1078901290893555,-1.5438774824142456,0.9748280644416809,-16,0.009143641218543053,0
12,1733320178.232385521,3.269954204559326,-1.4354535341262817,-0.7904375195503235,-17,0.021839158609509468,0
12,1733320178.232385521,6.877708911895752,-2.7433342933654785,3.2558298110961914,-14,0.01919643208384514,0
12,1733320178.232385521,255.17059326171875,34.3189582824707,-26.102771759033203,-6,26.44312286376953,0
13,1733320178.282362297,2.9387543201446533,-1.3109896183013916,1.4088340997695923,-1,0.0006875506369397044,0
13,1733320178.282362297,3.278425693511963,-1.4410725831985474,-0.7939584851264954,-17,-0.013840262778103352,0
14,1733320178.334232493,2.941460371017456,-1.3092483282089233,1.409909725189209,-2,-0.001112580532208085,0
14,1733320178.334232493,3.2740564346313477,-1.4373520612716675,-0.7909263372421265,-17,0.017994405701756477,0
15,1733320178.382658760,2.937084913253784,-1.309473991394043,1.4075922966003418,-1,0.00016631749167572707,0
15,1733320178.382658760,3.2735137939453125,-1.434790849685669,-0.7911931276321411,-17,-0.01939074881374836,0
16,1733320178.432555785,3.271059513092041,-1.4350708723068237,-0.7911850214004517,-17,0.021865932270884514,0
17,1733320178.484233100,2.938685178756714,-1.3099002838134766,1.408155918121338,-1,0.0014301182236522436,0
17,1733320178.484233100,3.2725141048431396,-1.4372202157974243,-0.791857123374939,-17,-0.016990279778838158,0
17,1733320178.484233100,213.34591674804688,45.123783111572266,-27.23563575744629,-7,-20.291181564331055,0
18,1733320178.532632004,2.9394450187683105,-1.309005618095398,1.407996416091919,-1,0.000532184203621,0
18,1733320178.532632004,3.271493673324585,-1.4372897148132324,-0.7925394773483276,-17,0.02050207182765007,0
19,1733320178.583137180,2.9399940967559814,-1.309182047843933,1.4086527824401855,-1,0.0019565110560506582,0
19,1733320178.583137180,3.277827501296997,-1.439671277999878,-0.7929672002792358,-17,-0.014546869322657585,0
19,1733320178.583137180,197.12506103515625,-104.00125122070312,4.975362300872803,-8,-5.492810249328613,0
20,1733320178.634635246,2.936638832092285,-1.3100494146347046,1.4077191352844238,-1,0.0013706331374123693,0
20,1733320178.634635246,3.276331901550293,-1.4383838176727295,-0.7922233939170837,-17,0.015474090352654457,0
20,1733320178.634635246,247.34051513671875,136.25160217285156,42.468807220458984,4,-1.5710269212722778,0
21,1733320178.682376299,2.9357187747955322,-1.3093552589416504,1.4073792695999146,-1,-0.0004613460914697498,0
21,1733320178.682376299,3.274808883666992,-1.4370603561401367,-0.791936457157135,-17,-0.017112087458372116,0
21,1733320178.682376299,70.56388092041016,51.80695343017578,-8.680339813232422,-18,17.59933090209961,0
21,1733320178.682376299,125.81791687011719,-180.32723999023438,44.484554290771484,21,15.499951362609863,0
22,1733320178.733053171,2.119844675064087,-1.5501896142959595,0.9786591529846191,-15,-0.0037794148083776236,0
22,1733320178.733053171,2.940929651260376,-1.310666561126709,1.409341812133789,-1,-0.0008287674863822758,0
22,1733320178.733053171,3.2725772857666016,-1.4369536638259888,-0.7916603684425354,-17,0.017862584441900253,0
23,1733320178.784888868,3.2719056606292725,-1.4375488758087158,-0.7910659909248352,-17,-0.014884859323501587,0
24,1733320178.832605086,2.09005069732666,-1.528719425201416,0.9650121331214905,-16,0.020003672689199448,0
24,1733320178.832605086,2.941446542739868,-1.3103077411651611,1.4104477167129517,-1,-7.014357834123075e-05,0
24,1733320178.832605086,3.276829481124878,-1.43942129611969,-0.7926028370857239,-17,0.018039653077721596,0
25,1733320178.882594151,2.939319133758545,-1.3097246885299683,1.409239411354065,-1,0.0014826745027676225,0
25,1733320178.882594151,3.271108627319336,-1.436744213104248,-0.7912973165512085,-17,-0.016908716410398483,0
26,1733320178.934860063,2.9407413005828857,-1.3107701539993286,1.4099948406219482,-1,0.0006005345494486392,0
26,1733320178.934860063,3.272298812866211,-1.4383440017700195,-0.7907053232192993,-17,0.016783807426691055,0
26,1733320178.934860063,7.385436058044434,-0.4813430905342102,3.2536888122558594,-16,0.01752031221985817,0
27,1733320178.982682851,2.102712631225586,-1.5373756885528564,0.9696526527404785,-15,-0.009759921580553055,0
27,1733320178.982682851,2.936856746673584,-1.3091113567352295,1.4075374603271484,-1,-0.0005621887394227087,0
27,1733320178.982682851,3.276076555252075,-1.4382717609405518,-0.7928597331047058,-17,-0.016951870173215866,0
27,1733320178.982682851,105.07394409179688,62.92009353637695,-0.8389855027198792,-17,-23.241737365722656,0
28,1733320179.32862041,2.9406206607818604,-1.3115297555923462,1.4102846384048462,-1,-0.0013078106567263603,0
28,1733320179.32862041,3.2733640670776367,-1.4363480806350708,-0.7905574440956116,-17,0.019136615097522736,0
29,1733320179.84853040,2.940706253051758,-1.3107545375823975,1.4099273681640625,-1,0.001032752450555563,0
29,1733320179.84853040,3.2781941890716553,-1.4390487670898438,-0.7926136255264282,-17,-0.012853254564106464,0
30,1733320179.132718769,2.9399466514587402,-1.31098473072052,1.4094617366790771,-1,-0.00048316866741515696,0
30,1733320179.132718769,3.2744903564453125,-1.4373233318328857,-0.7913836240768433,-17,0.020448625087738037,0
